,categories,location,name,rating,review_count,snippet_text,yelp_id
533,"[Category(name='Lounges', alias='lounges'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7168146, -74.0053489)",Atera,4.5,152,This is the most amazing meal I've ever had. I have eaten at a three star Michelin restaurant before (Toque in Montreal). Atera only has two Michelin stars...,atera-new-york
534,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Seafood', alias='seafood'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.73525, -74.00827)",Upholstery Store: Food and Wine,4.0,66,"Wonderful, wonderful place. Really cozy, romantic, great atmosphere. Has a private table in the back with a great garden view and couch sitting with an open...",upholstery-store-food-and-wine-new-york-4
535,"[Category(name='Pubs', alias='pubs'), Category(name='Lounges', alias='lounges'), Category(name='Irish', alias='irish')]","(40.734043, -74.003166)",Wilfie & Nell,3.5,299,"Wilfie is known as being a choice dive bar for younger West Village locals (most people come here to actually meet people, especially finance types).  Late...",wilfie-and-nell-new-york
536,"[Category(name='Bars', alias='bars')]","(40.726448, -73.985909)",Coal Yard Bar,4.0,52,"I had a first date here with an incredible human, so I acknowledge I'm biased. We started at a classier place down the street, but it's the middle of the...",coal-yard-bar-new-york
537,"[Category(name='Lounges', alias='lounges')]","(40.7147693, -74.0159892)",Loopy Doopy Rooftop Bar,3.5,353,Loopy Doopy was one of the more fun places I visited when in NYC. My girlfriend got some advice from a friend tha tlives up there that it was a neat spot to...,loopy-doopy-rooftop-bar-new-york
538,"[Category(name='Bars', alias='bars')]","(40.7454986572266, -73.9924926757812)",Black Door,3.5,140,"I am a creature of habit.  I have immutable routines. If I go to Sid Gold's and still haven't had enough, or if I just miss my bus, I hit Black Door. 

The...",black-door-new-york
539,"[Category(name='Lounges', alias='lounges'), Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Music Venues', alias='musicvenues')]","(40.73437, -74.00272)",Smalls Jazz Club,4.5,215,"This is a very cool place. 

I've only been on weekends when the cover is $20  per person. The cocktails are good and they definitely don't skimp out on the...",smalls-jazz-club-new-york
540,"[Category(name='Cheesesteaks', alias='cheesesteaks'), Category(name='Sandwiches', alias='sandwiches'), Category(name='Sports Bars', alias='sportsbars')]","(40.777839, -73.948295)",Shorty's,4.0,99,We stumbled upon Shorty's for some happy hour fare. I came here one evening after work with my husband and his coworker (who used to be my coworker). We...,shortys-new-york-264
541,"[Category(name='Lounges', alias='lounges')]","(40.7505378723145, -73.9905471801758)",OnNow Lounge,4.5,10,"Great place to just stop by for a drink on your way home, or after a night of fun in k-town. It's right across the street from Penn Station/ Madison Square...",onnow-lounge-new-york
542,"[Category(name='Mediterranean', alias='mediterranean'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Wine Bars', alias='wine_bars')]","(40.721388, -73.995415)",Balzem,4.0,187,"Came here on a weeknight for dinner! No wait and quick service! 

Everything we got was fantastic. I highly recommend experimenting with anything on the...",balzem-new-york
543,"[Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs')]","(40.750904, -73.985825)",The Keg Room,3.5,214,I'm so glad we found this place! And so glad it was only a block from our hotel! We went in on the recommendation of our front desk clerk.  The food was...,the-keg-room-new-york
544,"[Category(name='American (New)', alias='newamerican'), Category(name='French', alias='french'), Category(name='Wine Bars', alias='wine_bars')]","(40.855144, -73.937599)",The Pandering Pig,4.5,29,"We live on this block and were excited to see the opening of ""The Pandering Pig.""

Yesterday evening, my husband, a friend and I paid our first visit.  We...",the-pandering-pig-new-york
545,"[Category(name='Dive Bars', alias='divebars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sports Bars', alias='sportsbars')]","(40.784378, -73.977821)",Jake's Dilemma,3.5,368,"Great place on the UWS for cheap beer and food and a good game of beer pong. 

If you're looking for an up scale bar with a more sophisticated crowd then...",jakes-dilemma-new-york
546,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Italian', alias='italian'), Category(name='Pizza', alias='pizza')]","(40.7173309475183, -74.0085431188345)",Bar Cyrk,4.0,70,"Such a cool space, with a speakeasy vibe. As you walk in, you are overpowered by the smell of pizza and truffle...two of my absolute favorite things in the...",bar-cyrk-new-york
547,"[Category(name='Italian', alias='italian'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.71087, -74.00753)",Da Claudio,4.5,153,"I had a memorable meal and experience at Da Claudio on a recent trip to NY! I was staying downtown in the Financial District, which generally isn't known...",da-claudio-new-york
548,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Italian', alias='italian')]","(40.7682379335165, -73.9855485409498)",Masseria Dei Vini,4.0,252,"This is a great spot with excellent food, very professional staff and not too crowded.

I threw a surprise birthday for my girlfriend. They handled...",masseria-dei-vini-new-york
549,"[Category(name='Restaurants', alias='restaurants'), Category(name='Lounges', alias='lounges')]","(40.740592, -74.00605)",Soho House,3.5,186,"I recently was able to spend some time at the Soho House courtesy of a friend invite, and I really enjoyed my first visit there. I actually didn't realize...",soho-house-new-york
550,"[Category(name='Dive Bars', alias='divebars')]","(40.7294082641602, -73.9787216186523)",Otto's Shrunken Head,4.0,382,"Cheap beer. Strong tiki drinks. Umbrellas in said drinks. Novelty mugs. Surly bartenders. Salty bouncers. Patrons of all ages, some covered in tattoos,...",ottos-shrunken-head-new-york
551,"[Category(name='Pubs', alias='pubs'), Category(name='Irish', alias='irish')]","(40.759422, -73.968536)",Pig 'N' Whistle,3.5,186,"After taking a dump at 2:30 AM on a Tuesday, which was really really relaxing. Like those relief poops. You know those where you just feel like a totally...",pig-n-whistle-new-york-3
552,"[Category(name='Burgers', alias='burgers'), Category(name='Sports Bars', alias='sportsbars'), Category(name='American (Traditional)', alias='tradamerican')]","(40.747073, -73.973837)",Bravest,4.0,137,"Name a better value in the city -- you probably cant. 

Food is good/very good and the drinks are cheap as hell. 

That is all.",bravest-new-york
553,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Gastropubs', alias='gastropubs')]","(40.7233506, -73.9879933)",The Grayson,4.0,92,"We visited this place for the first time on Sunday for a last minute brunch. Though the Mimosas weren't bottomless they were $2 which was great.
The bar was...",the-grayson-new-york
554,"[Category(name='Dive Bars', alias='divebars'), Category(name='Jazz & Blues', alias='jazzandblues')]","(40.80635, -73.949745)",Paris Blues,4.0,59,"Live band and free family style food. The food is average but again, its free. I love the mom and pop feel. The place has a lot of character-- random books...",paris-blues-new-york-2
555,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Korean', alias='korean'), Category(name='Asian Fusion', alias='asianfusion')]","(40.7472, -73.9861908)",Krush,3.5,132,"If you miss college this is the place to go haha
Beer pong and darts set up for your entetainment with many TVs to watch sports
Owner is a cool guy",krush-new-york-3
556,"[Category(name='Lounges', alias='lounges'), Category(name='Venues & Event Spaces', alias='venues')]","(40.73425, -73.98069)",Visana,4.0,25,"Great spot! Beautifully designed with awesome entrance. Loved the cocktails at the Vodka Mariette launch party they hosted, and the pizza shop in front was...",visana-new-york-2
557,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (New)', alias='newamerican'), Category(name='Gastropubs', alias='gastropubs')]","(40.722386, -73.991958)",Rochelles,4.0,82,"I really dig Rochelle's. A friend of mine swears by this place, and after a visit, it's hard not to see why. An unapologetic dive bar (with nicer...",rochelles-new-york
558,"[Category(name='Bars', alias='bars'), Category(name='Pizza', alias='pizza'), Category(name='Italian', alias='italian')]","(40.7600163879824, -73.9583586528897)",Service Station,4.0,22,"I noticed this place a few months back, but I always just thought it was a gas station or something since it's right by the highway exit/entrance and it's...",service-station-new-york
559,"[Category(name='Dive Bars', alias='divebars')]","(40.720699, -74.004928)",Nancy Whiskey Pub,3.5,175,"I've been back a few more times since and I always have fun. Their burgers are also really good, and cheap! Perfectly cooked, tasty. And they even let me do...",nancy-whiskey-pub-new-york
560,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican')]","(40.76499, -73.98835)",Casellula,4.0,759,"Fantastic place to eat, wonderful atmosphere, cosy and intimate, lighting is very romantic. Decor is just the right balance of simple and interesting. Just...",casellula-new-york
561,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7258364649226, -74.0086125299806)",Lazy Point,4.0,24,I had a party here for my wifes bday and they were very nice and replied to my email the same day.  I believe rsvps are made only online but they do reply...,lazy-point-new-york
562,"[Category(name='Bars', alias='bars'), Category(name='Seafood', alias='seafood'), Category(name='Venues & Event Spaces', alias='venues')]","(40.704364, -74.018051)",Pier A Harbor House,3.0,316,"Overheard at the bar: "" So, Todd oifh coasieh vhcoeaieh choehiln by soeinvhing the portfolio into woneoi oisnen off shore accounts, like I told him.""...",pier-a-harbor-house-new-york-2
563,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='French', alias='french')]","(40.7367095947266, -74.00146484375)",Vin Sur Vingt,4.0,163,"... A small little wine bar, right in Chelsea that's open till 2 AM with (uncommonly) good French wines.  

We've been regularly disappointed by how...",vin-sur-vingt-new-york
564,"[Category(name='Dive Bars', alias='divebars')]","(40.80335, -73.96402)",1020 Bar,3.5,113,"I was really into the vibe of this bar, pretty divey but cozy. My friend and I sat at the bar but they have booths available to fit more people and there's...",1020-bar-new-york
565,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Irish Pub', alias='irish_pubs')]","(40.72989, -73.99938)",Triona's,4.0,91,"Dive dive dive, they play every sport, there are a ton of tvs not huge screens but a lot of medium sized screens. Byof. Pomme frites is just around the...",trionas-new-york-2
566,"[Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Lounges', alias='lounges'), Category(name='Music Venues', alias='musicvenues')]","(40.734592, -74.00193)",Mezzrow,4.0,32,"Others have written more articulately, but I still have to throw my hat in the ring.  Great little spot.  I've always reserved my ticket via the website to...",mezzrow-new-york
567,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Italian', alias='italian'), Category(name='Pizza', alias='pizza')]","(40.7802342409878, -73.9498702037049)",il Vino Wine Bar,4.0,57,"Had a great time here with my group of 6 on a weeknight. We bought 2 of the dinner offers that I believe included one wine bottle, and two entrées. We were...",il-vino-wine-bar-new-york
568,"[Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Musicians', alias='musicians'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.756591, -73.969299)",Club Bonafide,4.0,11,"Ok I'm going to be heavily biased about my review because I simply love Richard Bona and his music. 
I was extremely lucky to have been coming To NYC during...",club-bonafide-new-york
569,"[Category(name='Pubs', alias='pubs'), Category(name='American (New)', alias='newamerican')]","(40.75653, -73.969085)",Niall's,4.0,86,A friend of mine living in NY took us to this place and we had some of the best wings I've ever ate.  It makes me want to move to NY and eat these things up...,nialls-new-york
570,"[Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Hookah Bars', alias='hookah_bars')]","(40.7993629, -73.9437368)",The Kiosk,4.0,100,"One of the best hookah places and their Mediterranean dishes are very flavorful, with just the right amount of seasoning. I love their yellow rice and kebab...",the-kiosk-new-york
571,"[Category(name='Caribbean', alias='caribbean'), Category(name='Bars', alias='bars'), Category(name='Latin American', alias='latin')]","(40.807979, -73.952362)",Angel of Harlem,3.5,87,"Came here a few weeks ago for my birthday and I had an AMAZING time. We came in right after another event (I believe it was a launch for something), and the...",angel-of-harlem-new-york
572,"[Category(name='Lounges', alias='lounges')]","(40.71873, -73.986907)",The Back Room,3.5,687,"Honestly, I wanted to give this a 3 star review but that would be solely based on the fact that I had got back with my ex and she's a terrible person so......",the-back-room-new-york
573,"[Category(name='Pubs', alias='pubs'), Category(name='Live/Raw Food', alias='raw_food'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7501429092919, -73.9918456904459)",Tracks Raw Bar & Grill,4.0,195,"Haha this place. You'd never know it was here unless you looked for it.

Seriously, I've been coming in and out of Penn Station for years and never knew...",tracks-raw-bar-and-grill-new-york-2
574,"[Category(name='Bars', alias='bars'), Category(name='Burgers', alias='burgers'), Category(name='American (Traditional)', alias='tradamerican')]","(40.763483299854, -73.98100007913)",Faces & Names,3.5,252,"This place ""doesn't do happy hour"" and still maintains really fair drink prices in midtown Manhattan?! I'm sold. I wish I had known about this place...",faces-and-names-new-york
575,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.76366, -73.96682)",August,3.5,67,For my 600th Yelp review I would like to take a second to commend the management staff at August for their seamless transition from the West Village to the...,august-new-york-3
576,"[Category(name='Bars', alias='bars')]","(40.70445, -74.01027)",Vintry Wine and Whiskey,4.0,204,After touring some Colonial sites we wanted a nice drink before dinner.  Yelp led us to Vintry and it was a fantastic experience.  Stone Street is beyond...,vintry-wine-and-whiskey-new-york
577,"[Category(name='Bars', alias='bars'), Category(name='Used, Vintage & Consignment', alias='vintage')]","(40.717709, -73.990707)",The Dressing Room,4.0,60,"When we walked by this place, we were just looking for a place for drinks. This place was it. It was totally a perfect fit. 

It has a nice vibe and you can...",the-dressing-room-new-york
578,"[Category(name='Pubs', alias='pubs'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7504563, -73.9981974)",Maggie Reillys Restaurant,4.0,49,$5 Wine at happy hour!,maggie-reillys-restaurant-new-york
579,"[Category(name='Pubs', alias='pubs'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7318687, -73.9856415)",Durden,3.5,110,"Whiskey with a kimchi chaser? Yes please.

After many months of walking by Durden en route to my SF bar down the way (Finnerty's), last week was a ripe...",durden-new-york
580,"[Category(name='Bars', alias='bars'), Category(name='Italian', alias='italian')]","(40.7721165011105, -73.965037390213)",Come Prima Ristorante,4.5,27,Come Prima is a relatively new Restaurant. I have eaten here twice now and have found all the dishes to be absolutely outstanding. I especially enjoyed the...,come-prima-ristorante-new-york-2
581,"[Category(name='Dive Bars', alias='divebars')]","(40.722526, -73.985748)",Double Down Saloon,4.0,254,"Who can say no to the 2 for 1 Happy Hour till 8pm? 

This place has its character - grungy, divey with that punk rock vibe. Mixed crowd most of the time I'm...",double-down-saloon-new-york
582,"[Category(name='Mediterranean', alias='mediterranean'), Category(name='Spanish', alias='spanish'), Category(name='Bars', alias='bars')]","(40.7255312, -73.9951947)",Gato,4.0,701,"Gato is officially my new favorite restaurant. Came here on Friday night with some friends, and am already plotting when to go back. Ordered a few things to...",gato-new-york
583,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='French', alias='french'), Category(name='American (New)', alias='newamerican')]","(40.7614212, -73.9817886)",Aldo Sohm Wine Bar,4.0,106,"Aldo Sohm has now become one of my favorite wine bars in Midtown! I came here with some coworkers on a weekday and my experience there was great.

The...",aldo-sohm-wine-bar-new-york
584,"[Category(name='American (New)', alias='newamerican')]","(40.765386, -73.978957)",The Back Room,4.0,114,Had a wonderful birthday dinner here with my mom last night. The generous portions of delicious food and accommodating service guarantee that we'll be back....,the-back-room-new-york-7
585,"[Category(name='American (New)', alias='newamerican'), Category(name='French', alias='french'), Category(name='Bars', alias='bars')]","(40.73457, -74.00306)",Fedora,4.0,267,"Cozy little restaurant in west village. Seating and bar area arranged well, never felt cramped like how some west village restaurants can feel. 

Tried a...",fedora-new-york-2
586,"[Category(name='Pubs', alias='pubs')]","(40.75271, -73.9726)",The Perfect Pint,3.5,218,"Nice Irish accent on our bartender and great food

we had beers on tap of course and a turkey burger 

soup of the day was a great too overall  great......",the-perfect-pint-new-york-2
587,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sports Bars', alias='sportsbars')]","(40.7590591, -73.9898914)",The New York Beer Company,3.5,259,"Used to work here. Now, I basically live here. Shout out to Mike, Fran, Manny, and Rob. Best bartenders in the world! 

Remember: Happy hour Mon-Fri 12-8...",the-new-york-beer-company-new-york
588,"[Category(name='Seafood', alias='seafood'), Category(name='Sandwiches', alias='sandwiches'), Category(name='Bars', alias='bars')]","(40.804859, -73.955665)",Lolo's Seafood Shack,4.5,275,"i've lived in harlem for well over three years now and i only just recently visited lolo's. the shame.

only after finding lolo's listed in various local NY...",lolos-seafood-shack-new-york
589,"[Category(name='American (New)', alias='newamerican'), Category(name='French', alias='french'), Category(name='Bars', alias='bars')]","(40.7278617310416, -73.9792357761343)",Kingsley,4.0,29,Unexpectedly came here after we walked around in the hot New York summer evening and every other restaurant had a two hour wait. What a delightful surprise...,kingsley-new-york-2
590,"[Category(name='Seafood', alias='seafood'), Category(name='Bars', alias='bars')]","(40.727132, -73.979907)",Maiden Lane,4.0,44,Long story short. I'm from DC a friend saw this place in an airline magazine. We wanted an excuse to head to NYC so off we went. What a gem.  When we...,maiden-lane-new-york
591,"[Category(name='Dive Bars', alias='divebars')]","(40.72717, -73.98591)",Tile Bar,4.0,82,"A bit of a dive vibe, but the music was good and there were seats available at 8pm on a weekend. Probably not the place to go to be seen, but the place to...",tile-bar-new-york
592,"[Category(name='African', alias='african'), Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Lounges', alias='lounges')]","(40.828214, -73.9452438)",Farafina Café & Lounge Harlem,4.0,40,"Came to celebrate a friends birthday. We were a group of 18. I came rather late and most of my group had finished eating. 

I had the Chicken Maffa. Man......",farafina-café-and-lounge-harlem-new-york-3
593,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7371015101671, -73.9844743162394)",Barfly NY,3.5,110,"Came here for the Bukowski reference, stayed for the lunch special. Let me preface this by saying I've only ever been to Barfly during the daytime, but I've...",barfly-ny-new-york
594,"[Category(name='Bars', alias='bars')]","(40.72392, -73.98085)",Against the Grain,4.0,61,"looking for a beer bar with a cool vibe? look no further than Against the Grain--located right next to its big brother wine bar, Grape and Grain. located on...",against-the-grain-new-york
595,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican'), Category(name='Venues & Event Spaces', alias='venues')]","(40.80122, -73.94853)",The Restaurant at MIST,4.0,48,"Came for a late night beer, and Alex, manager/bartender was incredibly engaging. Not only did he share with us his favorite wines, but kept us entertained...",the-restaurant-at-mist-new-york
596,"[Category(name='Wine Bars', alias='wine_bars')]","(40.8045311, -73.9473801)",Barawine,3.5,198,"My friends who live in the area described this place as a mix of locals and European tourists and that seems about right.

The DJ was playing Prince most of...",barawine-new-york
597,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Sports Bars', alias='sportsbars'), Category(name='Lounges', alias='lounges')]","(40.72674, -73.99599)",Sweetwater Social,3.5,80,"I went on a Tuesday night for a private event and it was quite fun. Very cute place, but feels a bit dungeon-y on a beautiful day because it's downstairs in...",sweetwater-social-new-york
598,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pool Halls', alias='poolhalls')]","(40.7316597, -73.9829479)",O'hanlons,4.0,68,"My soccer go to spot. It's quiet and it draws more of a local crowd. Good beer and service is always top notch. Love my big screen! 
They have darts and...",o-hanlons-new-york-2
599,"[Category(name='Brazilian', alias='brazilian'), Category(name='Bars', alias='bars')]","(40.7156227, -73.9905228)",Barzinho,4.5,46,"Owner Leo = phenomenal. We were the only ones in the joint from 7-9pm. Intimate, only four tables and the ""bar."" Leo chatted with us and fed us free drinks...",barzinho-new-york-3
600,"[Category(name='Pubs', alias='pubs'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7283706665039, -73.9990615844727)",Peculier Pub,3.5,337,"Great place for trying beers of the world and bar food. 
They have several dozen Belgium beers, beers from Turkey. Jamaica, and even India.
The wings,...",peculier-pub-new-york
601,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pubs', alias='pubs'), Category(name='Burgers', alias='burgers')]","(40.749275, -73.97731)",The Junction,4.0,105,"About 5 mins from Grand Central.  Very friendly staff.  Ordered some Nachos with Chicken which were absolutely awesome.  If you're Puerto Rican, they have...",the-junction-new-york
602,"[Category(name='Dive Bars', alias='divebars')]","(40.7258491516113, -73.9843063354492)",Cherry Tavern,4.0,100,"My OG dive bar in NYC. What I love    
$5 tequila/tecate specials...
 Decent jukebox. 
Snarky bartenders. Who aint shy about buybacks if you are belly up to...",cherry-tavern-new-york
603,"[Category(name='Bars', alias='bars'), Category(name='Burgers', alias='burgers'), Category(name='American (Traditional)', alias='tradamerican')]","(40.8051681518555, -73.9663696289063)",The Heights Bar & Grill,3.0,268,"If you are a Columbia student in the Morningside area, you should definitely try this hidden gem, especially during lunch when they have a lunch special for...",the-heights-bar-and-grill-new-york-3
604,"[Category(name='Lounges', alias='lounges')]","(40.7219399, -73.99642)",The Spring Lounge,3.5,206,Dive bar that can serve brews before Noon on Sunday (and serves from 8am M-S). Nice little twist there. Happy to say they have above average draughts as...,the-spring-lounge-new-york
605,"[Category(name='Sports Bars', alias='sportsbars')]","(40.783363, -73.977798)",Bourbon Street,3.0,156,"A few hours ago (Saturday night), I stopped by this bar. I can easily buy beer from a 7-Eleven or my local bodega for a very cheap price. However, I go to...",bourbon-street-new-york
606,"[Category(name='Breweries', alias='breweries'), Category(name='Bars', alias='bars')]","(40.7044362276793, -74.0102791786194)",The Growler Bites & Brews,4.0,204,Pretty much the only place I like to eat on Stone St. (besides Adrienne's). It seems to be the one place with bar food that is actually above par. The...,the-growler-bites-and-brews-new-york
607,"[Category(name='Korean', alias='korean'), Category(name='Lounges', alias='lounges')]","(40.747314453125, -73.9864654541016)",MUI,3.5,123,"I could call this my 2nd home. This is your go-to bar in K-Town for friendly, efficient service, amazing vibes and good bar food. 

I highly recommend...",mui-new-york
608,"[Category(name='Lounges', alias='lounges'), Category(name='Dive Bars', alias='divebars')]","(40.719505, -73.993522)",Home Sweet Home,3.0,360,"Sooooo much fun!! I want to go back!! We came here at around 10:30PM on a friday (cover starts at 11), and the place was already almost packed. 

They have...",home-sweet-home-new-york
609,"[Category(name='American (New)', alias='newamerican'), Category(name='Gastropubs', alias='gastropubs'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.742254, -74.000703)",Studio Kraut,4.0,32,This restaurant promises a taste of East Germany. I expected to have to scale a wall to enter while being shot at by the Deutsche Volkspolizei or have to go...,studio-kraut-new-york-2
610,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Gastropubs', alias='gastropubs'), Category(name='Mexican', alias='mexican')]","(40.77741, -73.952434)",The Daisy,3.5,75,"Not sure why this place doesn't have 5 stars. 

I have been here a few times already. Great atmosphere, extremely friendly and attentive staff, great...",the-daisy-new-york
611,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Burgers', alias='burgers')]","(40.7271194, -73.9836121)",Augurs Well,4.0,60,I really like to spend my Thur and Fri nights catching up w friends here. It has a warm and cozy atmosphere. The bartender is crazy nice. He recognized us...,augurs-well-new-york
612,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Burgers', alias='burgers'), Category(name='Pubs', alias='pubs')]","(40.80231, -73.96475)",Amity Hall Uptown,3.5,41,Thank you Amity Hall for ending my residency in New York on such a high note. Friday night $10 beer flights turned our evening of drinks into a very fun...,amity-hall-uptown-new-york
613,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7484908, -73.9779494)",RARE View Rooftop,3.5,105,"The rooftop is amazing! However, come here for the rooftop experience & the drinks and less for the quality of the food.

i was here for a company outing so...",rare-view-rooftop-new-york
614,"[Category(name='Lounges', alias='lounges')]","(40.7512817382812, -73.9848175048828)",Top of the Strand,3.5,131,"Staying at the hotel (Marriott) below.. Big fan of open air roof top bars.. 
This place has a great view of the Empire State Building.  Seats were comfy.....",top-of-the-strand-new-york
615,"[Category(name='Bars', alias='bars'), Category(name='Gastropubs', alias='gastropubs'), Category(name='American (Traditional)', alias='tradamerican')]","(40.744259, -73.990746)",Flatiron Hall,3.5,224,"Checked this place out today and had a blast. We were the only ones there, the bartender was cool as shit and chatted with us while we had our beers and...",flatiron-hall-new-york
616,"[Category(name='Mediterranean', alias='mediterranean'), Category(name='Latin American', alias='latin'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7288284, -74.0048676)",Gardenia,4.0,101,"Very good meal here!
The menu online is slightly different than the menu we got in the restaurant fyi.

Started with the gardenia guac, which was amazing!!!...",gardenia-new-york
617,"[Category(name='Pubs', alias='pubs'), Category(name='American (Traditional)', alias='tradamerican')]","(40.703869, -74.012482)",Murphy's Tavern,4.0,95,"Service = awesome.  Prices = awesome.   Food & Drinks = awesome.

I work in FiDi, just a few blocks away and was introduced to Murphy's by my Uncle who not...",murphys-tavern-new-york
618,"[Category(name='Gay Bars', alias='gaybars'), Category(name='Champagne Bars', alias='champagne_bars')]","(40.7617874, -73.9903946)",Barrage,3.5,90,If you are looking for a gay bar to just relax and mingle with friends then this is the place for it. I was here with a group of friends and it was a...,barrage-new-york
619,"[Category(name='Sports Bars', alias='sportsbars')]","(40.770912, -73.954086)",American Trash,4.0,86,Great place to hang out and catch some good music! Hit the place you wont be sorry. It's affordable and has a friendly atmosphere.. Wish it was bigger.,american-trash-new-york-2
620,"[Category(name='Lounges', alias='lounges')]","(40.7260284, -73.9867935)",Three of Cups Lounge,4.0,74,"CASH ONLY

How can this place afford to even stick around?? They're serving stuff that makes the Midwest and southern state bars out of the state look...",three-of-cups-lounge-new-york
621,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars')]","(40.734756, -74.0009)",Bell Book & Candle,4.0,170,Great bar for a date or to catch up with a friend(s). Was jonesing for a dirty martini with blue cheese stuffed olives and this place delivered with the...,bell-book-and-candle-new-york
622,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Lounges', alias='lounges')]","(40.7210388183594, -73.9932632446289)",Vandal,4.0,378,"Where do I begin? This is now my favorite place in the city!!


Seeing that everything on the menu had the sound of being fantastic,I decided on going with...",vandal-new-york
623,"[Category(name='Lounges', alias='lounges')]","(40.7752785362952, -73.9633958441275)",The Mark Hotel Bar,4.0,34,"Absolutely love the Mark Hotel Bar.

It looks futuristic, but like if someone from the 70's was telling what the future looked like. The staff is all really...",the-mark-hotel-bar-manhattan
624,"[Category(name='Lounges', alias='lounges')]","(40.719089, -73.997695)",Mulberry Project,3.5,397,"Definitely the coolest speakeasy for 20- Somethings in NYC!

The elusive bright red door might confuse new people trying to find it. But once you're inside...",mulberry-project-new-york-2
625,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.725982, -73.984626)",Death & Co,4.0,1185,"Yep, add this to the list of NYC bars that are bringing back the glory of the cocktail. Not a BS, watered down, made in 10 seconds cocktail... But a take...",death-and-co-new-york-3
626,"[Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.756786, -73.966781)",The Upsider,3.5,268,"I've been to the Upsider for brunch before and LOVED it, so I was excited to bring my Dad here for a nice dinner alfresco. I made a reservation online...",the-upsider-new-york-2
627,"[Category(name='German', alias='german'), Category(name='Bars', alias='bars')]","(40.732952, -74.004539)",Lederhosen,3.5,277,"Their wurst is the best!  Their German beer quenches my thirst.  But they really kill it with the schnitzel (try the Gypsy schnitzel, it's das bomb!).  Now...",lederhosen-new-york
628,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7582828450864, -73.9750720342827)",Tavern On 51,4.5,7,"Pretty chill, hope it stays that way. Very masculine experience. Let the photos speak for themselves.",tavern-on-51-new-york
629,"[Category(name='Irish', alias='irish'), Category(name='Irish Pub', alias='irish_pubs')]","(40.756058, -73.99395)",Scallywag's Irish Pub & Restaurant,4.0,118,"Had the fish and chips, my friend got the breakfast special with eggs. Fun atmosphere, a little loud but it's a bar so duh. Lol 
Fish was hot and flaky, he...",scallywags-irish-pub-and-restaurant-new-york
